gene_id	gene_name	A5BKO_1	A5BKO_2	A5BKO_3	Mix_1	Mix_2	Mix_3	NT_1	NT_2	NT_3
ENSG00000254775.2	ENSG00000254775	0	0	0	0	0	0	0	0	0
ENSG00000254776.1	PRR23D3P	0	0	0	0	0	0	0	0	0
ENSG00000254777.5	ENSG00000254777	0	0	0	0	0	0	0	0	0
ENSG00000254779.4	EGLN1P1	0	0	0	0	0	6.703	2.221	0	0
ENSG00000254780.1	ENSG00000254780	0	0	0	0	0	0	0	0	0
ENSG00000254781.1	GVINP2	0	0	0	0	0	0	0	0	0
ENSG00000254783.1	ENSG00000254783	4	4	4	4	1	2	1	3	1
ENSG00000254784.1	DNAAF11P1	0	0	0	0	0	0	0	0	0
ENSG00000254785.1	ENSG00000254785	0	0	0	0	0	0	0	0	0
ENSG00000254786.1	ENSG00000254786	0	0	0	0	0	0	0	0	0
ENSG00000254787.1	ENSG00000254787	0	0	0	0	0	0	0	0	0
ENSG00000254788.7	CKLF-CMTM1	29.219	30.348	16.588	12.871	23.225	19.043	33.45	31.158	18.073
ENSG00000254789.4	ENSG00000254789	0	0	0	0	0	0	0	0	0
ENSG00000254790.1	ENSG00000254790	0	0	0	0	0	0	0	0	0
ENSG00000254791.1	FAR1-IT1	0	2	2	1	1	0	5	1	4
ENSG00000254792.1	ENSG00000254792	0	0	0	0	0	0	0	0	0
ENSG00000254793.1	FDPSP4	1	0	0	0	0	0	0	0	0
ENSG00000254794.1	ENSG00000254794	0	0	0	0	0	0	0	0	0
ENSG00000254795.1	OR5AP1P	0	0	0	0	0	0	0	0	0
ENSG00000254796.1	VPS51P15	0	0	0	0	0	0	0	0	0
ENSG00000254798.1	TFAMP2	0	0	0	0	0	0	0	0	0
ENSG00000254799.1	SLC25A47P1	0	0	0	0	0	0	0	0	0
ENSG00000254800.2	ENSG00000254800	0	0	0	0	0	0	0	0	0
ENSG00000254801.1	ENSG00000254801	0	0	0	0	0	0	0	0	0
ENSG00000254802.1	ENSG00000254802	0	0	0	0	0	0	0	0	0
ENSG00000254803.1	ENSG00000254803	0	0	0	0	0	0	0	0	0
ENSG00000254804.1	ENSG00000254804	0	0	0	0	0	0	0	0	0
ENSG00000254805.1	SNRPCP14	0	0	0	0	0	0	0	0	0
ENSG00000254806.5	SYS1-DBNDD2	3.121	31.65	18.218	2.951	13.919	7.927	3.204	0	3.007
ENSG00000254807.1	OR10AK1P	0	0	0	0	0	0	0	0	0
ENSG00000254810.2	ENSG00000254810	0	0	0	0	0	0	0	0	0
ENSG00000254811.6	ENSG00000254811	0	0	0	0	0	0	0	0	0
ENSG00000254812.3	ENSG00000254812	3	3	0	4	2	4	3	1	2
ENSG00000254813.5	LINC03019	0	0	0	0	0	0	0	0	0
ENSG00000254814.1	ENSG00000254814	0	0	0	0	1	0	0	0	0
ENSG00000254815.6	LMNTD2-AS1	3	7	2	9	11	17	2	3	0
ENSG00000254816.1	ENSG00000254816	0	0	0	0	0	0	0	0	0
ENSG00000254817.1	ENSG00000254817	0	0	0	0	0	0	0	0	0
ENSG00000254818.1	ENSG00000254818	0	0	0	0	0	0	0	0	0
ENSG00000254819.2	ANO3-AS1	0	0	0	0	0	0	0	0	0
ENSG00000254820.1	ENSG00000254820	0	0	0	0	0	0	0	0	0
ENSG00000254821.1	ENSG00000254821	1	0	0	0	0	0	0	0	1
ENSG00000254822.1	ENSG00000254822	0	0	0	0	0	0	0	0	0
ENSG00000254823.2	LINC02727	0	0	0	0	0	0	0	0	0
ENSG00000254824.1	ENSG00000254824	0	0	0	0	0	0	0	0	0
ENSG00000254825.1	OR9G2P	0	0	0	0	0	0	0	0	0
ENSG00000254826.1	ENSG00000254826	0	0	0	0	0	0	0	0	0
ENSG00000254827.7	SLC22A18AS	0	1	0	2	0	1	0	0	0
ENSG00000254828.1	ENSG00000254828	0	0	0	0	0	0	0	0	0
ENSG00000254829.1	ENSG00000254829	0	0	0	0	1	0	0	0	0
ENSG00000254830.1	ENSG00000254830	0	0	0	0	0	0	0	0	0
ENSG00000254831.1	KRT18P58	0	0	0	0	0	0	0	0	0
ENSG00000254832.1	OR4A40P	0	0	0	0	0	0	0	0	0
ENSG00000254833.1	ENSG00000254833	0	0	0	0	0	0	0	0	0
ENSG00000254834.5	OR5M10	0	0	0	0	0	0	0	0	0
ENSG00000254835.1	RNF185-AS1	4	1	1	0	1	0	0	2	1
ENSG00000254836.1	ENSG00000254836	0	0	0	0	0	0	0	0	0
ENSG00000254837.2	LIPT2-AS1	28	27	34	48	28	35	28	32	23
ENSG00000254838.8	GVINP1	0	1	8	13.793	0	0	0	2	4
ENSG00000254839.1	ENSG00000254839	0	0	0	0	0	0	0	0	0
ENSG00000254840.2	ENSG00000254840	0	0	0	0	0	0	0	0	0
ENSG00000254841.1	OR4V1P	0	0	0	0	0	0	0	0	0
ENSG00000254842.6	LINC02551	0	0	0	0	0	0	0	0	0
ENSG00000254843.1	XIAPP2	0	0	0	0	0	0	0	0	0
ENSG00000254844.4	ENSG00000254844	0	0	0	0	0	0	0	0	0
ENSG00000254846.1	ENSG00000254846	0	0	0	0	0	0	0	0	0
ENSG00000254847.1	ENSG00000254847	0	0	0	0	0	0	0	0	0
ENSG00000254848.1	OR5BN1P	0	0	0	0	0	0	0	0	0
ENSG00000254850.2	ENSG00000254850	0	0	0	0	0	0	0	0	0
ENSG00000254851.1	ENSG00000254851	0	0	1.249	1.355	3.171	0	0	2.775	1.311
ENSG00000254852.9	NPIPA2	44.853	4.917	11.709	31.177	48.606	52.531	39.904	21.394	32.081
ENSG00000254853.1	ENSG00000254853	0	0	0	0	0	0	0	0	0
ENSG00000254854.1	NECTIN1-DT	0	0	0	0	0	0	0	0	0
ENSG00000254855.1	KLC2-AS1	0	0	0	1	0	0	1	1	0
ENSG00000254856.1	NDUFA3P2	0	0	0	0	0	0	0	0	0
ENSG00000254857.1	MRGPRX12P	0	0	0	0	0	0	0	0	0
ENSG00000254858.10	MPV17L2	489	538.001	482.001	254	248	259	404.001	392	378
ENSG00000254859.1	ENSG00000254859	0	0	0	0	0	0	0	0	0
ENSG00000254860.7	TMEM9B-AS1	30	57.999	23.001	55	43	60.999	43	46.999	45
ENSG00000254861.2	ENSG00000254861	0	0	0	0	0	0	0	0	0
ENSG00000254862.5	LGR4-AS1	0	0	0	0	0	0	0	0	0
ENSG00000254863.2	LINC02744	0	0	0	0	0	0	0	0	0
ENSG00000254864.1	ENSG00000254864	0	0	0	0	0	0	0	0	0
ENSG00000254865.1	ENSG00000254865	0	0	0	0	0	0	0	0	0
ENSG00000254866.3	DEFB109D	0	0	0	0	0	0	0	0	0
ENSG00000254867.1	ENSG00000254867	0	0	0	0	0	0	0	0	0
ENSG00000254870.5	ATP6V1G2-DDX39B	114.595	93.287	113.879	113.79	140.703	154.052	67.413	98.194	80.033
ENSG00000254871.1	FBLIM1P2	0	0	0	0	0	0	0	0	0
ENSG00000254872.3	LINC02688	0	1	0	0	0	0	1	0	0
ENSG00000254873.1	ENSG00000254873	31	54	24	25	46	13	27	32	33
ENSG00000254874.1	ENSG00000254874	0	0	0	0	0	0	0	0	0
ENSG00000254876.5	SUGT1P4-STRA6LP	14.726	4.587	12.87	17.771	8.785	22.534	7.729	6.942	11.126
ENSG00000254877.1	ENSG00000254877	0	0	0	0	0	0	0	0	0
ENSG00000254878.1	ENSG00000254878	0	0	0	0	0	0	0	0	0
ENSG00000254879.1	PTPRJ-AS1	0	0	0	0	0	0	0	0	0
ENSG00000254880.1	PKNOX2-DT	0	0	0	0	0	0	0	0	0
ENSG00000254883.1	ENSG00000254883	0	0	0	0	0	0	0	0	0
ENSG00000254884.1	PRR13P2	0	0	0	0	0	0	0	0	0
ENSG00000254885.1	ENSG00000254885	0	0	0	0	0	0	0	0	0
ENSG00000254887.2	LNROP	1	2	0	3	4	2	2	1	0
ENSG00000254888.2	ENSG00000254888	0	0	0	0	0	0	0	0	0
ENSG00000254889.1	VPS51P9	0	0	0	0	0	0	0	0	0
ENSG00000254890.1	ENSG00000254890	0	0	0	0	0	0	0	0	0
ENSG00000254891.1	OR4A9P	0	0	0	0	0	0	0	0	0
ENSG00000254892.1	ENSG00000254892	0	0	0	0	0	0	0	0	0
ENSG00000254893.6	RAP1BL	3.089	2.093	2.051	2.061	2.1	1.026	1.019	1.026	4.116
ENSG00000254894.1	NAV2-AS1	0	0	0	0	0	0	0	0	0
ENSG00000254895.2	MTCO3P15	0	0	0	0	0	0	0	0	0
ENSG00000254896.1	OPCML-IT1	0	0	0	0	0	0	0	0	0
ENSG00000254897.1	ENSG00000254897	0	0	0	0	0	0	0	0	0
ENSG00000254898.1	ENSG00000254898	0	2	1	0	0	0	0	0	0
ENSG00000254900.1	ENSG00000254900	0	0	0	0	0	0	0	0	0
ENSG00000254901.8	BORCS8	105.079	110.414	70.273	121.223	96.318	111.155	98.462	122.962	125.639
ENSG00000254902.1	ANO1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000254903.1	OR8L1P	0	0	0	0	0	0	0	0	0
ENSG00000254905.1	ENSG00000254905	1	1	1	2	0	1	1	1	0
ENSG00000254906.1	ENSG00000254906	0	0	0	0	0	0	0	0	0
ENSG00000254907.1	ENSG00000254907	0	0	0	1	0	0	0	0	0
ENSG00000254909.1	ENSG00000254909	0	0	0	0	0	0	0	0	0
ENSG00000254910.1	ENSG00000254910	2	4	0	10.47	2	4.614	0	1	4.742
ENSG00000254911.3	SCARNA9	0	2	1	2	1	4	0	6	3
ENSG00000254912.2	MPHOSPH10P2	0	0	0	0	0	0	2	0	2
ENSG00000254913.1	ENSG00000254913	0	0	0	0	0	0	0	0	0
ENSG00000254914.1	ENSG00000254914	0	0	0	0	0	0	0	0	0
ENSG00000254915.1	ENSG00000254915	0	0	0	0	0	0	0	0	0
ENSG00000254916.1	ANKRD33BP10	0	0	0	0	0	0	0	0	0
ENSG00000254917.1	OR7E15P	0	0	0	0	0	0	0	0	0
ENSG00000254919.1	ENSG00000254919	0	0	0	0	0	0	0	0	0
ENSG00000254920.1	ENSG00000254920	0	0	0	0	0	0	0	0	0
ENSG00000254921.2	ENSG00000254921	0	0	0	0	0	0	0	0	0
ENSG00000254923.1	ENSG00000254923	0	0	0	0	0	0	0	0	0
ENSG00000254924.2	ENSG00000254924	0	0	0	0	0	0	0	0	0
ENSG00000254925.1	OR4C9P	0	0	0	0	0	0	0	0	0
ENSG00000254926.1	ENSG00000254926	0	0	0	0	0	0	0	0	0
ENSG00000254927.1	ENSG00000254927	0	0	0	0	0	0	0	0	0
ENSG00000254928.1	ENSG00000254928	0	0	0	0	0	0	0	0	0
ENSG00000254929.6	ENSG00000254929	43.128	31.875	43.113	88.302	59.348	83.958	27.864	39.579	32.917
ENSG00000254930.1	LINC02545	0	0	0	0	0	0	0	0	0
ENSG00000254931.2	MTATP6P15	0	0	0	0	0	0	0	0	0
ENSG00000254932.2	PKNOX2-AS1	0	0	0	0	0	0	0	0	0
ENSG00000254933.1	ENSG00000254933	0	0	0	0	0	0	0	0	0
ENSG00000254934.5	LINC00678	0	0	0	0	0	0	0	0	0
ENSG00000254935.1	ENSG00000254935	0	0	0	0	0	0	0	0	0
ENSG00000254936.4	ENSG00000254936	0	0	0	0	0	0	0	0	0
ENSG00000254937.1	ENSG00000254937	0	0	0	0	0	0	0	0	0
ENSG00000254938.1	ENSG00000254938	0	0	0	0	0	0	0	0	0
ENSG00000254939.1	ENSG00000254939	0	0	0	0	0	0	0	0	0
ENSG00000254940.1	OR4A19P	0	0	0	0	0	0	0	0	0
ENSG00000254941.1	ENSG00000254941	0	0	0	0	0	0	0	0	0
ENSG00000254942.1	ENSG00000254942	0	0	0	1	0	1	1	0	0
ENSG00000254943.1	ENSG00000254943	0	0	0	0	0	0	0	0	0
ENSG00000254944.1	ATP5PBP5	0	0	0	0	0	0	0	0	1
ENSG00000254946.2	LINC02751	0	0	0	0	0	0	0	0	0
ENSG00000254947.1	OR8K4P	0	0	0	0	0	0	0	0	0
ENSG00000254948.1	OR7E158P	1	0	0	0	0	0	0	0	0
ENSG00000254949.1	GNG5P3	0	0	0	0	0	0	0	0	0
ENSG00000254951.7	ENSG00000254951	0	0	0	0	0	0	0	0	0
ENSG00000254952.1	LINC02705	0	0	0	0	0	0	0	0	0
ENSG00000254953.1	ENSG00000254953	0	0	0	0	0	0	0	0	0
ENSG00000254954.1	SLC2A13P1	0	0	0	0	0	0	0	0	0
ENSG00000254957.1	ENSG00000254957	0	0	0	0	0	0	0	0	0
ENSG00000254959.6	INMT-MINDY4	0	0	0	0	0	0	0	0	0
ENSG00000254960.2	KIRREL3-AS2	0	0	0	0	0	0	0	0	0
ENSG00000254961.1	TUBB4BP4	0	0	0	0	0	0	0	0	0
ENSG00000254963.1	ENSG00000254963	0	0	0	0	0	0	0	0	0
ENSG00000254964.1	ENSG00000254964	0	0	0	0	0	0	0	0	0
ENSG00000254965.1	C1DP5	0	0	0	0	0	0	0	0	0
ENSG00000254966.1	IGSF22-AS1	0	0	0	0	0	0	0	0	0
ENSG00000254968.8	LINC02763	0	0	0	0	0	0	0	0	0
ENSG00000254971.1	ENSG00000254971	0	0	0	0	0	0	0	0	0
ENSG00000254972.1	ENSG00000254972	0	0	0	0	0	0	0	0	0
ENSG00000254973.2	ENSG00000254973	0	0	0	0	0	0	0	1	0
ENSG00000254974.1	ENSG00000254974	0	0	0	1	0	0	0	0	0
ENSG00000254975.1	ENSG00000254975	0	0	0	0	0	0	0	0	0
ENSG00000254976.1	OR8B7P	0	0	0	0	0	0	0	0	0
ENSG00000254978.2	ALG1L9P	0	1.012	0	1.014	1	0	0	0	0
ENSG00000254979.5	ENSG00000254979	50.937	31.971	47.163	20.482	11.652	10.936	19.559	18.604	13.569
ENSG00000254980.1	ENSG00000254980	0	0	0	0	0	0	0	0	0
ENSG00000254983.1	ENSG00000254983	0	0	0	0	0	0	0	0	0
ENSG00000254984.1	FTLP6	0	0	0	0	0	0	0	0	0
ENSG00000254985.1	RSF1-IT2	0	0	1	0	0	0	0	0	0
ENSG00000254986.8	DPP3	1542	1896.002	1445	1277.001	1168.001	1166.001	1317.999	1284.001	1397
ENSG00000254987.1	ENSG00000254987	0	0	0	0	0	0	0	0	0
ENSG00000254988.1	ENSG00000254988	0	0	0	0	0	0	0	0	0
ENSG00000254989.1	ENSG00000254989	0	0	0	0	0	0	0	0	0
ENSG00000254990.7	ENSG00000254990	1	1	1	10	2	4	4	1	5
ENSG00000254991.1	ENSG00000254991	0	0	0	0	1	0	0	0	0
ENSG00000254992.1	ENSG00000254992	0	0	0	0	0	0	0	0	0
ENSG00000254993.2	TRIM77BP	0	0	0	0	0	0	0	0	0
ENSG00000254995.4	STX16-NPEPL1	29.137	37.384	6.949	50.135	27.278	48.286	7	18.374	25.362
ENSG00000254996.5	ANKHD1-EIF4EBP3	152.276	104.376	76.67	86.275	64.681	45.913	69.645	74.214	88.546
ENSG00000254997.4	KRTAP5-9	0	0	0	4	0	2	0	0	0
ENSG00000254999.4	BRK1	2269	3452	2080	2994	2620	2382	2355	2427	2282
ENSG00000255000.1	ENSG00000255000	0	0	0	0	0	0	0	0	0
ENSG00000255001.1	ENSG00000255001	0	0	0	0	0	0	0	0	0
ENSG00000255002.2	LINC02324	0	0	0	0	0	0	0	0	0
ENSG00000255003.1	CYCSP28	0	0	0	0	0	0	0	0	0
ENSG00000255004.1	SLC1A2-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255005.1	ENSG00000255005	0	0	0	0	0	0	0	0	0
ENSG00000255006.1	ELOCP22	0	0	0	0	0	0	0	0	0
ENSG00000255007.3	LINC02489	0	0	0	0	0	0	0	0	0
ENSG00000255008.5	LINC02739	1	1	2	7	5	8	1	0	3
ENSG00000255009.4	UBTFL1	0	0	0	0	0	0	0	0	0
ENSG00000255010.1	COX5BP4	0	0	0	0	0	0	0	0	0
ENSG00000255011.1	ENSG00000255011	0	0	0	0	0	0	0	0	0
ENSG00000255012.3	OR5M1	0	0	0	0	0	0	0	0	0
ENSG00000255014.1	ARL6IP1P3	0	0	1	0	0	0	1	0	0
ENSG00000255015.1	ENSG00000255015	0	0	0	0	0	0	0	0	0
ENSG00000255016.1	VPS51P12	0	0	0	0	0	0	0	0	0
ENSG00000255018.1	ENSG00000255018	0	0	0	0	0	0	0	0	0
ENSG00000255019.1	OR5D15P	0	0	0	0	0	0	0	0	0
ENSG00000255020.1	TDH-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255021.1	ENSG00000255021	0	0	0	0	0	0	0	0	0
ENSG00000255022.1	ENSG00000255022	0	0	0	0	0	0	0	0	0
ENSG00000255025.1	VPS51P8	0	0	0	0	0	0	0	0	0
ENSG00000255026.1	ENSG00000255026	55.999	37	35	50	38	42	28	36	65.999
ENSG00000255027.2	ENSG00000255027	0	0	0	0	0	0	0	0	0
ENSG00000255028.5	ENSG00000255028	0	0	0	0	0	0	0	0	0
ENSG00000255029.2	ENSG00000255029	0	0	0	0	0	0	0	0	0
ENSG00000255030.1	OR8B5P	0	0	0	0	0	0	0	0	0
ENSG00000255031.5	ENSG00000255031	28	23	25.207	22	23	18	18	13	24.137
ENSG00000255032.1	TSPAN18-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255033.1	SERPINA15P	0	0	0	0	0	0	0	0	0
ENSG00000255035.2	SDHCP4	0	0	0	0	0	0	0	0	1
ENSG00000255036.6	SUGT1P4-STRA6LP-CCDC180	74.622	89.059	50.309	59.487	34.73	21.323	50.111	49.944	40.116
ENSG00000255037.1	PLA2G10EP	0	0	0	0.5	0	0	0	0	0
ENSG00000255038.1	ENSG00000255038	0	0	0	0	0	0	0	0	0
ENSG00000255039.1	LINC02553	0	0	0	0	0	0	0	0	0
ENSG00000255040.1	MORF4L1P3	0	0	0	0	0	0	0	0	0
ENSG00000255041.1	ENSG00000255041	0	0	0	0	0	0	0	0	0
ENSG00000255042.6	SEPTIN7P11	0	0	0	0	0	0	0	0	0
ENSG00000255043.1	NAV2-AS5	0	0	0	0	0	0	0	0	0
ENSG00000255045.1	ENSG00000255045	0	0	0	0	0	0	0	0	0
ENSG00000255046.1	ENSG00000255046	4	27	5	22	12	22	10	15	11
ENSG00000255047.1	HNRNPRP2	0	0	0	0	0	0	0	0	0
ENSG00000255048.1	OR8X1P	0	0	0	0	0	0	0	0	0
ENSG00000255050.1	ENSG00000255050	7	5	5	6	6	4	3	4	10
ENSG00000255051.1	BCAS2P1	0	0	0	0	0	0	0	0	0
ENSG00000255052.5	FAM66D	0	1	0	0	0	0	0	0	0
ENSG00000255053.1	OR4A44P	0	0	0	0	0	0	0	0	0
ENSG00000255054.3	ENSG00000255054	0	0	0	0	0	0	0	0	1.262
ENSG00000255055.1	MTND1P35	0	0	0	0	0	0	0	0	0
ENSG00000255057.1	ENSG00000255057	0	0	0	0	0	0	0	0	0
ENSG00000255058.1	PDCL2P2	0	0	0	0	0	0	0	0	0
ENSG00000255059.1	PPIAP43	0	0	0	0	1.001	1.001	0	0	0
ENSG00000255060.1	ENSG00000255060	0	0	0	0	0	0	0	0	0
ENSG00000255062.2	TIRAP-AS1	10	25	11	10	14	11	17	16	13
ENSG00000255063.1	RBMXP3	0	1.001	0	0	1	0	0	0	0
ENSG00000255065.1	ENSG00000255065	0	0	0	0	0	0	0	0	0
ENSG00000255067.1	ENSG00000255067	0	0	0	0	0	0	0	0	0
ENSG00000255070.1	OSBPL9P3	0	0	0	0	0	0	0	0	0
ENSG00000255071.3	SAA2-SAA4	0	0	0	0	0	0	0	0	0
ENSG00000255072.2	PIGY	777.645	762.982	715.07	700.07	651.526	610.031	459.856	540.264	489.618
ENSG00000255073.8	ZFP91-CNTF	39.259	6.733	0	0	0	0	47.678	32.344	58.045
ENSG00000255074.1	ENSG00000255074	0	0	0	0	0	0	0	0	0
ENSG00000255075.1	CENPUP1	0	0	0	0	0	0	0	0	0
ENSG00000255076.2	ENSG00000255076	0	0	0	0	0	0	0	0	0
ENSG00000255077.1	OR4X7P	0	0	0	0	0	0	0	0	0
ENSG00000255078.1	OR4A6P	0	0	0	0	0	0	0	0	0
ENSG00000255079.1	LINC02704	1	2	0	5	7	0	3	3	5
ENSG00000255081.1	ENSG00000255081	0	0	0	0	1	0	0	0	0
ENSG00000255082.1	GRM5-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255083.2	OR5AK1P	0	0	0	0	0	0	0	0	0
ENSG00000255084.1	ENSG00000255084	0	0	0	0	0	0	0	0	0
ENSG00000255085.9	ENSG00000255085	0	0	0	0	0	0	0	0	0
ENSG00000255086.1	ENSG00000255086	0	0	0	0	0	0	0	0	0
ENSG00000255087.6	ENSG00000255087	0	0	0	0	0	0	0	0	0
ENSG00000255088.1	ENSG00000255088	0	0	0	0	0	0	0	0	0
ENSG00000255089.1	ENSG00000255089	0	0	0	1	0	0	0	0	1
ENSG00000255091.1	ENSG00000255091	0	0	0	0	0	0	0	0	0
ENSG00000255092.1	ENSG00000255092	0	0	0	0	0	0	0	0	0
ENSG00000255093.3	ENSG00000255093	0	0	0	0	0	0	0	0	0
ENSG00000255094.1	ENSG00000255094	0	0	0	0	0	1	0	0	0
ENSG00000255095.3	OR1D4	0	0	0	0	0	0	0	0	0
ENSG00000255096.2	OR5B10P	0	0	0	0	0	0	0	0	0
ENSG00000255097.1	ENSG00000255097	0	0	0	0	0	0	0	0	0
ENSG00000255099.1	ENSG00000255099	0	0	0	0	0	0	0	0	0
ENSG00000255100.1	TSKU-AS1	1	0	0	1	0	0	0	0	0
ENSG00000255101.1	ENSG00000255101	0	0	0	0	0	0	0	0	0
ENSG00000255102.1	ENSG00000255102	0	0	0	0	0	0	0	0	0
ENSG00000255104.9	ZNF286A-TBC1D26	11.815	5.416	7.684	10.119	21.124	7.549	9.068	6.814	3.572
ENSG00000255105.1	PTMAP15	0	0	0	0	0	0	0	0	0
ENSG00000255106.1	RPL7AP79	0	0	0	0	0	0	0	0	0
ENSG00000255107.1	ENSG00000255107	0	0	0	0	0	0	0	0	0
ENSG00000255108.1	ENSG00000255108	2	7	2	2	4	1	0	4	2
ENSG00000255109.6	LINC02740	0	0	0	0	0	0	0	0	0
ENSG00000255110.1	ENSG00000255110	0	0	0	0	0	0	0	0	0
ENSG00000255111.1	ANKRD33BP5	0	0	0	0	0	0	0	0	0
ENSG00000255112.3	CHMP1B	574	804	539	1109	894	978	617	572	667
ENSG00000255113.1	OR4A48P	0	0	0	0	0	0	0	0	0
ENSG00000255114.1	HYOU1-AS1	5	11	2	4	5	2	3	2	1
ENSG00000255115.2	ENSG00000255115	0	0	0	0	0	0	0	0	0
ENSG00000255116.2	SLC5A4P1	0	0	0	0	0	0	0	0	0
ENSG00000255117.6	LINC02546	0	0	0	0	0	0	0	0	0
ENSG00000255118.1	ENSG00000255118	2	5	0	0	0	0	1	4	3
ENSG00000255119.1	ENSG00000255119	0	0	0	0	0	0	0	0	0
ENSG00000255120.5	OVOL1-AS1	0	0	0	0	1	0	0	0	0
ENSG00000255121.2	CENATAC-DT	31	67	53	21	27	17	40	36	43
ENSG00000255122.1	ENSG00000255122	0	0	0	0	0	0	0	0	0
ENSG00000255123.1	MTND5P21	0	0	0	0	0	0	0	0	0
ENSG00000255126.1	ENSG00000255126	1	4	2	0	1	0	4	2	0
ENSG00000255127.4	EEF1A1P49	0	0	0	0	0	0	0	0	0
ENSG00000255128.1	HSPD1P3	0	0	0	1	0	0	0	0	0
ENSG00000255129.7	TTC12-DT	0	0	0	0	0	0	0	0	0
ENSG00000255130.1	ENSG00000255130	0	0	0	0	0	0	0	0	0
ENSG00000255131.2	OR9L1P	0	0	0	0	0	0	0	0	0
ENSG00000255132.1	ENSG00000255132	0	0	0	0	0	0	0	0	0
ENSG00000255133.2	LINC02721	0	0	0	0	0	0	0	0	0
ENSG00000255134.1	OR8K2P	0	0	0	0	0	0	0	0	0
ENSG00000255135.5	EMSY-DT	273	318	252.001	287.001	279	254	263	251	232
ENSG00000255136.3	TPBGL-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255138.1	GLTPP1	0	0	0	0	0	0	0	0	1.007
ENSG00000255139.2	ENSG00000255139	1	4	5	4	7	2	8	1	5
ENSG00000255140.1	OR5BN2P	0	0	0	0	0	0	0	0	0
ENSG00000255141.1	HNRNPA1P76	0	0	0	0	0	0	0	0	0
ENSG00000255142.1	ENSG00000255142	3	1	0	1	1	0	0	1	1
ENSG00000255143.1	ENSG00000255143	0	0	0	0	0	0	0	0	0
ENSG00000255144.1	ENSG00000255144	0	0	0	0	0	0	0	0	0
ENSG00000255145.3	STX17-DT	4	10	4	26.001	21	18	2	5	4
ENSG00000255146.1	ENSG00000255146	0	0	0	0	0	0	0	0	0
ENSG00000255147.1	EVA1CP4	0	0	0	0	0	0	0	0	0
ENSG00000255148.2	ENSG00000255148	0	0	0	0	0	0	0	0	0
ENSG00000255149.1	ENSG00000255149	0	0	0	0	0	0	0	0	0
ENSG00000255150.2	EID3	84	85	102	167	124	144	80	88	75
ENSG00000255151.2	GLYATL1B	0	0	0	0	0	0	0	0	0
ENSG00000255152.8	MSH5-SAPCD1	138.79	207.687	156.514	236.065	241.237	253.903	90.175	109.993	134.558
ENSG00000255153.1	TOLLIP-DT	7	15	9	17	20	18	15	9	10
ENSG00000255154.9	HTD2	225.194	346.921	163.995	246.108	80.615	172.501	252.265	274.139	206.332
ENSG00000255155.1	ENSG00000255155	0	0	0	0	0	0	0	0	0
ENSG00000255156.1	RNY1P9	0	0	0	0	0	0	0	0	0
ENSG00000255157.2	DEFB130C	0	0	0	0	0	0	0	0	0
ENSG00000255158.1	ENSG00000255158	0	0	0	0	1	1	0	0	0
ENSG00000255159.1	DENND2B-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255160.5	ENSG00000255160	0	0	0	0	0	0	0	0	0
ENSG00000255161.1	SPICP1	0	0	0	0	0	0	0	0	0
ENSG00000255162.1	ANKRD33BP7	0	0	0	0	0	0	0	0	0
ENSG00000255163.1	HSPE1P18	0	0	0	0	0	0	0	0	0
ENSG00000255164.1	ENSG00000255164	1	1	0	0	0	0	0	0	0
ENSG00000255165.1	ENSG00000255165	0	0	0	0	0	0	0	0	0
ENSG00000255166.1	ENSG00000255166	0	0	0	0	0	0	0	0	0
ENSG00000255167.1	ENSG00000255167	0	0	0	0	0	0	0	0	0
ENSG00000255169.1	LINC02722	0	0	0	0	0	0	0	0	0
ENSG00000255170.2	ENSG00000255170	0	0	0	0	0	0	0	0	0
ENSG00000255171.7	LINC01499	0	0	0	0	0	0	0	0	0
ENSG00000255172.2	OR5AM1P	0	0	0	0	0	0	0	0	0
ENSG00000255173.1	ENSG00000255173	1	2	0	1	2	1	5	0	1
ENSG00000255174.1	ENSG00000255174	0	0	0	0	0	0	0	0	0
ENSG00000255175.6	LINC02759	0	0	0	0	0	0	0	0	0
ENSG00000255176.1	ENSG00000255176	0	0	0	0	0	0	0	1	0
ENSG00000255177.2	MUC5B-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255178.1	LINC02720	0	0	0	0	0	0	0	0	0
ENSG00000255179.1	ENSG00000255179	0	0	0	0	0	0	0	0	0
ENSG00000255181.3	CCDC166	0	0	0	0	0	0	0	0	0
ENSG00000255182.2	ENSG00000255182	55	52	36	43	40	39.001	54	41	65
ENSG00000255183.1	LINC02711	0	0	0	0	0	0	0	0	0
ENSG00000255184.1	ENSG00000255184	0	0	0	0	0	0	0	0	0
ENSG00000255185.7	PDXDC2P	0	0	0	0	10.421	0	17.268	0	0
ENSG00000255186.1	ENSG00000255186	0	0	0	0	0	0	0	0	0
ENSG00000255187.2	LINC02748	0	0	0	0	1	0	0	0	0
ENSG00000255188.1	ENSG00000255188	0	0	0	0	0	0	0	0	0
