gene_id,gene_name,J_910,J_909,J_905,A,B,C,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000045165.7,AI467606,785,1000,746,862,784,698,672.470297354758,0.1576491573250312,0.12339631149173887,0.09093372442200101,0.3578490255370703,NS
ENSMUSG00000054428.13,Atp5if1,3658.001,3625,2073,2404,3031,2662,2841.2745904826124,0.15988354446314101,0.14347616158574372,0.09088367332018428,0.3578490255370703,NS
ENSMUSG00000059049.16,Frem1,867,708,734,446.999,1427,2565,795.0289152581134,-0.11561122499946412,0.1914310688894507,0.0907261781747268,0.3578490255370703,NS
ENSMUSG00000062397.9,Zfp706,4374,4039,4036,4184,3869.001,4142,4050.9120231327715,0.14249121154999508,0.09988066706026581,0.09096376708291666,0.3578490255370703,NS
ENSMUSG00000069601.15,Ank3,894.002,1021,1394,1917.999,1525,1602,1439.7207289475396,-0.1551179252654654,0.15580708166093143,0.09089013854423462,0.3578490255370703,NS
ENSMUSG00000071078.7,Nr2c2ap,492.999,534,398,385,425,429.999,420.2746119592047,0.16001175437613765,0.14269675272161336,0.09089798881695973,0.3578490255370703,NS
ENSMUSG00000091780.4,Sco2,244.512,274.318,233.317,270.154,242.752,173.167,233.73780739067905,0.15992407847950812,0.1316309915246948,0.09094209514567697,0.3578490255370703,NS
ENSMUSG00000028334.11,Nans,1500,1999,1286,1661,1566.999,1252.001,1259.9228245925722,0.15523128474950385,0.11810782383144898,0.09104728575258975,0.357969342966214,NS
ENSMUSG00000041845.12,Rhod,192,139,134,93,133,143,112.27155929549447,0.1491843168468897,0.16392422861683803,0.09104093852320981,0.357969342966214,NS
ENSMUSG00000072844.7,G530011O06Rikx,19.98,119.302,116.976,52,39.757,25.803,84.97482548616196,0.08425812549518216,0.2063572928790346,0.09111213507936203,0.35812020544852413,NS
ENSMUSG00000020311.18,Erlec1,1734,1813,1672,2154,2169.001,2325,1912.7589584466916,-0.13920990554083865,0.09637184433873956,0.0911892211513897,0.35821499159818343,NS
ENSMUSG00000039376.14,Synpo2l,2047.999,2062,2360,3999,3964,2266,3331.230157326541,-0.15032395344272204,0.16247078188208025,0.09116426862948171,0.35821499159818343,NS
ENSMUSG00000018565.18,Elp5,1114,1309,1079,1272.001,1160,1120,1098.0486560271563,0.11810317045831308,0.07695670005842874,0.09129201721636149,0.3585146727210479,NS
ENSMUSG00000037434.8,Slc30a1,1590,2010,1816,2623,2177,2680,1882.2909020639656,-0.15982371969830558,0.13229876435123353,0.09135104998905144,0.358642366067321,NS
ENSMUSG00000029635.16,Cdk8,992,1199,991,1294.999,1444.999,1394.853,1085.7959034982935,-0.14965001011898327,0.10918031765926364,0.09139307286271378,0.3587032241637272,NS
ENSMUSG00000050700.12,Emilin3,141,221,151,120,116,157,110.27058257074172,0.14524128032543984,0.16799525517232775,0.0914723878347654,0.35880627768712353,NS
ENSMUSG00000054499.10,Dedd2,370,305,348,327,250.999,325,307.4083781914055,0.15968749795242754,0.14290468980582088,0.09146699869805834,0.35880627768712353,NS
ENSMUSG00000002059.19,Rab34,860.999,658,616.001,637,576.001,703,657.2192736958222,0.160124249646202,0.1368103421790156,0.09150000147812297,0.3588105305861447,NS
ENSMUSG00000027650.13,Tti1,215,426.999,401,690,420,458,375.6708225626127,-0.15575441703041834,0.15402648850741382,0.0915910476383401,0.3589594086666328,NS
ENSMUSG00000052512.19,Nav2,392,619.001,480.001,812,710,534,484.0727116228961,-0.15953229517738932,0.13116872076396047,0.09156492465351329,0.3589594086666328,NS
ENSMUSG00000028581.18,Laptm5,13720,14817,12261,14199.999,12987,11708,10827.811727104407,0.1519180904811288,0.11280709448313309,0.09168516944632286,0.3590238808762421,NS
ENSMUSG00000032468.12,Armc8,998,1102,1092.001,1581.001,1286,1247,1142.954427814738,-0.1410350837645018,0.09859582535384635,0.09168496472132875,0.3590238808762421,NS
ENSMUSG00000073481.10,Mtarc2,2731.999,2593,2133.999,2265.999,2405.999,2427,2479.135381745051,0.15122510456854288,0.11171945513985701,0.09168713379272016,0.3590238808762421,NS
ENSMUSG00000089704.10,Galnt2,2591,3112,3155,3222,2785,2531,2571.632004985535,0.1491800963613081,0.10875450792549933,0.09176084656643733,0.3592085238237525,NS
ENSMUSG00000022721.20,Trmt2a,885,1089.001,810.999,878,897.001,888,795.7274598867688,0.14826906034319837,0.10757434404065785,0.09189489758098765,0.3594793496432764,NS
ENSMUSG00000034154.16,Ino80,494,863,678,1139,869,792,644.013075952016,-0.1592622690439771,0.13063809585214597,0.09190896936740885,0.3594793496432764,NS
ENSMUSG00000036022.16,Pabir2,231,288,175,404.999,294.999,293,230.8537913210714,-0.15955895131302225,0.1423012265583209,0.09190976643744544,0.3594793496432764,NS
ENSMUSG00000022568.18,Scrib,615.999,936.999,643.999,718.999,682.999,546,582.1516733433957,0.15985433476512365,0.13763267069273016,0.09204467771163603,0.35990293901413045,NS
ENSMUSG00000020642.14,Rnf144a,490,685,507,1011,768,838,691.9266800994662,-0.15005325740792294,0.16221956894885428,0.09207735863621651,0.3599091982507238,NS
ENSMUSG00000035575.12,Utp6,1394,2120,1848,2651,2214,2419,1842.6228942664768,-0.15826645155872313,0.12700523997187987,0.09214732237013824,0.3599091982507238,NS
ENSMUSG00000037568.13,Vash2,251,270,199,544,279,292,277.94339413436137,-0.15321762088628957,0.15782424394710384,0.09214364057615844,0.3599091982507238,NS
ENSMUSG00000059878.13,Zfp422,828,981,861,1216,1034,1153,892.4034340779831,-0.13846424834830745,0.0960168702756337,0.09215272114915021,0.3599091982507238,NS
ENSMUSG00000032409.16,Atr,405,737,599.999,876.001,758,868,598.9906406847823,-0.15850972170730554,0.14631371063733314,0.09229206964236987,0.3602555467761049,NS
ENSMUSG00000037455.18,Slc18b1,248,218,267,215,180,235,231.78940124537215,0.15752341929749997,0.14933054568420784,0.09229467427572668,0.3602555467761049,NS
ENSMUSG00000026857.10,Ntmt1,453,432,378,411,419.001,304.001,381.88021720884575,0.15968271805086207,0.13705553188763012,0.09238524510535272,0.3605050317512682,NS
ENSMUSG00000009406.14,Elk1,593,634,528,677,531,517,528.077067513987,0.14120410840689548,0.099214784260133,0.09256535766439335,0.3610647505920714,NS
ENSMUSG00000047712.9,Ust,350,299,405,251,254,384,321.70798941352047,0.1560718673907603,0.15239398599161136,0.0925820743107803,0.3610647505920714,NS
ENSMUSG00000031703.9,Itfg1,2699,3726,3184,4663,3822,4170,3383.048465645492,-0.15189775590743476,0.11350931811884711,0.0926514889151082,0.36123130227063666,NS
ENSMUSG00000000531.6,Tamalin,433,283,215,226,260,231,266.283770195004,0.1420848362793374,0.1704281508395502,0.09280908985970684,0.3616372631381547,NS
ENSMUSG00000040697.11,Dnajc16,452,652,617,881,745,653,593.7573457398228,-0.15227294917517015,0.11423743664471547,0.09278310200456434,0.3616372631381547,NS
ENSMUSG00000006715.12,Gmnn,528,797,397,462.999,604,331,442.64828676115036,0.1526568399805216,0.15804874482557768,0.09295344413233213,0.36179687119081677,NS
ENSMUSG00000016308.14,Ube2a,2046,1949,1680,1772.001,1908.999,1769,1856.9827515337438,0.14839985580602805,0.10842311860815515,0.0929500386404716,0.36179687119081677,NS
ENSMUSG00000025793.18,Hgs,729,917,748,948,731,562,668.3971617586022,0.15652320109864926,0.12303446553123401,0.09295622319885678,0.36179687119081677,NS
ENSMUSG00000037594.12,Clba1,161,146,102,84,136,114,102.10252516251607,0.15286494410218085,0.15771031424920184,0.09298251058763385,0.36179687119081677,NS
ENSMUSG00000048787.14,Dcun1d3,654,938,904,1108,1032,1201,927.6722647661355,-0.15615691622806846,0.12215111428770542,0.0929838021633478,0.36179687119081677,NS
ENSMUSG00000039917.11,Rhbdd2,396.001,397,413.001,378.999,389.001,351.001,363.2178334109283,0.15712109330437987,0.12477636763908793,0.09304242610155608,0.36181679500389474,NS
ENSMUSG00000057948.13,Unc13d,291.999,378,215.001,294,256,216.001,213.2596995346665,0.1583406742678277,0.14552718229949668,0.09304080630805538,0.36181679500389474,NS
ENSMUSG00000028645.12,Slc2a1,676,1127,682,855,771,474,607.8901774315729,0.15622063591628227,0.15145867424885046,0.0931418660556677,0.36190664064458544,NS
ENSMUSG00000037364.14,Srrt,2045.999,2289,1851.002,1873.001,1966.001,2044,1819.9996424034412,0.1499473833075889,0.11080026750918948,0.09314206404734858,0.36190664064458544,NS
ENSMUSG00000040321.4,Zfp770,632,791,787,1146,934,832,861.6597566591132,-0.14966534865549175,0.11038058765071747,0.09314580525573397,0.36190664064458544,NS
ENSMUSG00000078937.9,Cpt1b,1306.915,1192.689,2155.703,3238.641,2430.692,1708.024,2741.5432460339443,-0.15057621559887,0.16079831055222668,0.09321177786524053,0.362058959111826,NS
ENSMUSG00000006289.15,Osgep,1442.633,1413.077,1238.11,1295.812,1266.095,1234,1415.8696558310648,0.15689465251853524,0.1245906009807348,0.09337663541182112,0.3623984754329882,NS
ENSMUSG00000021022.10,Ppp2r3c,1095.492,1175.14,1144.6,1665.257,1354.056,1369.033,1188.8956033919717,-0.1393694514131531,0.09756014539355946,0.0933795701947478,0.3623984754329882,NS
ENSMUSG00000026928.15,Card9,390,628,345.999,421,428,296,317.29900966976703,0.1560000705639039,0.15169988477702182,0.09336426102680163,0.3623984754329882,NS
ENSMUSG00000041552.8,Ptchd1,33,79,80,133,116,144,75.12079725527673,-0.10846638738452416,0.19475187346622275,0.0934503834673398,0.3625692588628144,NS
ENSMUSG00000027177.15,Hipk3,6450,7903.999,7919,10558.001,8641,9880,8759.049800045763,-0.14785351200827176,0.10802055020902977,0.09351923005912435,0.36258811302784755,NS
ENSMUSG00000037174.19,Elf2,1956,2294,2266,2931.001,2435.001,2893.001,2233.934696253256,-0.1345637005770376,0.09258629728098475,0.09355768818346256,0.36258811302784755,NS
ENSMUSG00000069729.15,Arid1b,1355,1640,1433,2155,1666,1754,1530.147718243512,-0.1290128541163699,0.08721147745153636,0.09356247796430225,0.36258811302784755,NS
ENSMUSG00000097571.11,Jpx,73,80.033,79,116.001,100.002,108,94.92689336384572,-0.1590343792306059,0.1350253648444182,0.09352888804136257,0.36258811302784755,NS
ENSMUSG00000049401.11,Ogfr,1428,1705,1099,1346,1461,982,1168.9487979120602,0.15903816062117007,0.13560510173681212,0.09359142229786832,0.3625963868744397,NS
ENSMUSG00000030761.17,Myo7a,401.001,741.001,429.001,516,476,336.001,373.4204809153021,0.15649079623027712,0.15025039168771115,0.09362919554136558,0.36263885157416076,NS
ENSMUSG00000022863.16,Btg3,292.608,328,274.776,434,380,393.955,333.30554392678675,-0.15602111552146258,0.12278123339658936,0.09379376684348813,0.36301098358838746,NS
ENSMUSG00000033249.11,Hsf4,146,78.001,93,90,87,70,105.60563961624045,0.1414027679464987,0.17058499020970624,0.09380769466046632,0.36301098358838746,NS
ENSMUSG00000036299.6,BC031181,2831,2996,2398.999,2531.999,2762,2482,2558.849735450698,0.1521108911651347,0.11479846683539273,0.09383263575785601,0.36301098358838746,NS
ENSMUSG00000042699.12,Dhx9,1704.999,3849,2901,4619,3756.001,4431,2761.957811103883,-0.1512536776903709,0.15947756970523713,0.09378464962864057,0.36301098358838746,NS
ENSMUSG00000033318.8,Gstt2,406,258.999,322.001,288,276,268,353.58986651868906,0.15368254807515314,0.15564775358607683,0.0938929532923631,0.3631404613323451,NS
ENSMUSG00000034768.5,Asb16,470,392,629,1031,753,734,719.7279655828468,-0.13939066157939722,0.1723663754122217,0.0939882016941675,0.36339848455708323,NS
ENSMUSG00000071064.16,Zfp827,215,154,218,330.999,235,279.001,211.2959367657543,-0.1587346636833969,0.1404044936180847,0.0940134046185016,0.36339848455708323,NS
ENSMUSG00000025340.15,Rabgef1,1230.999,1469.999,1539,2136.999,1800,1877,1651.9726584907078,-0.1576776912979597,0.1282983822146041,0.09407075666339261,0.3635162811063957,NS
ENSMUSG00000056050.16,Mia3,2515,3330.999,2897.001,4363.001,3393,3508,3177.3680401477163,-0.1422259017734193,0.1011997480025807,0.09416841032154036,0.36378970282743023,NS
ENSMUSG00000018899.18,Irf1,1693,1764,1295,1356,1576.001,1331.999,1332.5506232844937,0.15854241187298804,0.13458250725071824,0.09446206232962513,0.36430110972394497,NS
ENSMUSG00000030839.13,Sergef,299.21,287.859,220.145,234,252.888,228.958,219.98249585494463,0.158662873293272,0.13916251610473457,0.09434252306891595,0.36430110972394497,NS
ENSMUSG00000064068.16,Mtx1,675.047,680,543.999,628,593.001,602.007,562.2943535813902,0.14824723543139892,0.10918158969261806,0.09446240235134011,0.36430110972394497,NS
ENSMUSG00000073725.9,Lmbrd1,2238,2903.999,2841.999,4064,3113.999,3449.999,2841.5159493239485,-0.152849480409466,0.11656681833880277,0.09436445040180139,0.36430110972394497,NS
ENSMUSG00000078247.7,Airn,182,209,148,341,214,220,224.23015567654448,-0.15828807074509388,0.14227942217552192,0.09445678741765216,0.36430110972394497,NS
ENSMUSG00000084808.8,9430091E24Rik,47,19,21,32,12,12,28.49036076945199,0.11033390272519168,0.19332691530821242,0.09441198645161236,0.36430110972394497,NS
ENSMUSG00000029401.9,Rilpl2,2151,2572,1715,2148,1770,1836,1889.7093898554306,0.1584984422046263,0.1368194997101223,0.09476995024793411,0.3653830037352648,NS
ENSMUSG00000022913.17,Psmg1,439,519,475,430,505,410,449.7158397278151,0.15339114566363873,0.11810005290124818,0.09491228001879501,0.3657232442319665,NS
ENSMUSG00000037890.14,Wdr19,377.999,426,390,509,468,742.001,372.02571943307805,-0.15696973458153568,0.1471296273421041,0.09489544357855281,0.3657232442319665,NS
ENSMUSG00000046805.12,Mpeg1,33332,53685,42195,70668,54083,69270,44580.56859833116,-0.15252521417843334,0.15667795170672988,0.0949665250767307,0.3658280409179102,NS
ENSMUSG00000066877.12,Nck2,484,468,370,604,615,593,516.9473664640818,-0.157567891098311,0.1297788144552324,0.09501062635748765,0.36589371340689647,NS
ENSMUSG00000028798.17,Eif3i,4337,4529,3596,4527,3808,3424.001,3771.2242252774367,0.15387604104615793,0.1193711851043615,0.09520055246698564,0.3665207720227671,NS
ENSMUSG00000048186.15,Bend7,21,28,37,74,38,41,43.9802256649162,-0.13001070303421916,0.17964436916570717,0.09524175762691517,0.36657506314855653,NS
ENSMUSG00000022020.16,Naa16,511.999,602,523.001,776,640,711,625.7398139134202,-0.14588925527645186,0.10642327800930594,0.095296859180396,0.366682793859134,NS
ENSMUSG00000030811.15,Fbxl19,429,624.999,452.999,435,530,394,387.9577639651111,0.15769711483161175,0.13138013572765916,0.09537664436075013,0.3668388710940385,NS
ENSMUSG00000079293.13,Clec7a,11931,12688,9076.999,21709,13715,15196,12054.25139642292,-0.15415028449906246,0.15343515214733713,0.0953916679953962,0.3668388710940385,NS
ENSMUSG00000031875.8,Cmtm3,4136,4265.001,2922,3450,3535,3650,3329.8846950578145,0.15266978774716658,0.11716874500087285,0.09543691882683612,0.36690012017105517,NS
ENSMUSG00000039041.16,Adrm1,1543.561,1592.534,1587.846,1603.787,1487.76,1184.294,1484.6497067527923,0.15812624043644433,0.13571293490910474,0.09546185012066123,0.36690012017105517,NS
ENSMUSG00000032333.7,Stoml1,587.001,553.999,444.999,546.001,495,416.999,459.13119969196157,0.15734623207947263,0.12987196955506294,0.09551129090912042,0.36693671124816435,NS
ENSMUSG00000074890.5,Lcmt2,261,231,189,255,194,159,193.39943364406557,0.1578861298600393,0.14136975516435618,0.0955256310761395,0.36693671124816435,NS
ENSMUSG00000022808.6,Snx4,1740,2390.999,1649,2740.999,2458,2546,1873.2983154183994,-0.1554581673599778,0.12351314047512917,0.09556563259507397,0.3669861387985166,NS
ENSMUSG00000025142.19,Aspscr1,781,831,687,786.999,758.001,623.999,668.5899998797297,0.15320114236327848,0.11842069774129249,0.09566269374201891,0.3671597010966574,NS
ENSMUSG00000028680.15,Plk3,369,670,320,269,480,303,280.3103210907623,0.1461078302475828,0.16475175881101262,0.09566512285875199,0.3671597010966574,NS
ENSMUSG00000022982.11,Sod1,3861.997,3301.989,3237.997,3300.998,3284.995,3186.981,4033.6595760391206,0.15441177263049602,0.12106542427407391,0.09569331874083319,0.3671637265162465,NS
ENSMUSG00000032239.11,Rp9,1436,1147,1157,1318,1045,1086,1252.5375652335,0.15741212820778486,0.1309073700615399,0.0957957950109011,0.3673354660200214,NS
ENSMUSG00000042613.10,Pbxip1,4993,6134.001,5091,9670,7507,6007.001,6322.20810463508,-0.15778251869404117,0.14109060793239295,0.09580506973306388,0.3673354660200214,NS
ENSMUSG00000113581.3,Dio3os,107.999,69,67,25,79,46,59.555898088730416,0.10982963951758123,0.19314311146598398,0.09581955816034272,0.3673354660200214,NS
ENSMUSG00000045205.17,Dpy19l4,2092,2534,2081,3410,2486,2860,2286.2136558540797,-0.14679816711076416,0.10800356662842646,0.09584865222660403,0.3673428793892943,NS
ENSMUSG00000048379.10,Socs4,1666,2221,1866,2673,2224,2634,1908.8365352925186,-0.14958867636247966,0.11220328366386062,0.0959164497319805,0.3674985786473191,NS
ENSMUSG00000045210.9,Vcpip1,1906,2663,2140,3133,2739,2971,2224.213310324514,-0.15174501493980916,0.1159335266322386,0.09600725937031433,0.36774233446148435,NS
ENSMUSG00000038893.13,Fam117a,434,378,393,462,363,315,382.36347484250405,0.1544593751477183,0.12159242157194926,0.0960703931393289,0.3677867822288892,NS
ENSMUSG00000043903.5,Zfp469,172,343,189,368,306,334,219.29917517748623,-0.1563296714312349,0.14732563303127352,0.09607324965727658,0.3677867822288892,NS
ENSMUSG00000022299.10,Slc25a32,846,1106,1056,1422,1167,1430.999,1072.6600776672617,-0.15396693438915957,0.12061481676575674,0.09622345014477807,0.3678665891886709,NS
ENSMUSG00000029629.18,Phf14,1314,1401.001,1162.001,1862.001,1578,1586,1333.092453814619,-0.14395742639813347,0.1043853143788441,0.09615350650006652,0.3678665891886709,NS
ENSMUSG00000046722.15,Cdc42se1,2917,3954,2567,3080,3156,2463,2431.4956495068564,0.1555793116550344,0.12466022832926489,0.09617992093892898,0.3678665891886709,NS
ENSMUSG00000066637.3,Ttc32,615,508,660,595,520,508.999,674.9071495776433,0.15772543802141534,0.1351880977380526,0.09623009187057431,0.3678665891886709,NS
ENSMUSG00000076928.6,Trac,142,47,45,47,40,64,57.552289331609,0.1124624692950288,0.19141564486175003,0.09620128052221515,0.3678665891886709,NS
ENSMUSG00000052105.18,Mtcl1,67,61,68,121,93,77,89.76605760407149,-0.15517775900911976,0.15021788095166663,0.09630652058315413,0.3680547304004407,NS
ENSMUSG00000051934.6,Spats2,301,317,258,467,364,370,297.39548132200866,-0.1565391032689803,0.1281843035405201,0.0963801406395962,0.36823203450580183,NS
ENSMUSG00000016757.12,Ttll12,450,580,432,541,474,359,398.94660590715233,0.15351572138692118,0.12007656665676075,0.09667539035406146,0.3692557623661907,NS
ENSMUSG00000038506.14,Dcun1d2,984,1233,1512,2296,1597,1583.001,1581.529001931936,-0.15595622918210084,0.14739365009832855,0.09679470593288333,0.36960711398708274,NS
ENSMUSG00000001674.12,Ddx18,672.981,949.821,788,1127.989,965,1024.848,807.6558888755442,-0.1450761969632703,0.10626638080922608,0.09688364258928443,0.3697379418792528,NS
ENSMUSG00000002804.5,Nudt14,208,213.001,177.001,165,202,155,166.24283779672052,0.15677529505077478,0.14413159022347777,0.09686479692495084,0.3697379418792528,NS
ENSMUSG00000051403.10,Ppp1r37,966.999,981,1035,916,932,826.001,888.1529054530624,0.15741315551147225,0.13788966943326122,0.09700045543467703,0.37007931163723745,NS
ENSMUSG00000040723.15,Rcsd1,1423,1560.001,2080,3062,2222,2264,2080.419171128804,-0.1545236275322864,0.15091392084408253,0.09705098514581162,0.37016767459027133,NS
ENSMUSG00000025466.20,Fuom,578,414,421.001,423,433,387,524.3425595977642,0.15647569455119165,0.14490104676487411,0.09713086196169846,0.3703524623677515,NS
ENSMUSG00000039804.16,Ncoa5,871,1196,915,982,958,921,883.6654349570988,0.14561175958063421,0.10717074279155192,0.09718158143757116,0.3703524623677515,NS
ENSMUSG00000079478.10,Znrd2,344.79,295.542,295.871,301.91,252.667,174.829,262.8029137600735,0.13951096964596618,0.170766140660845,0.09715819241382027,0.3703524623677515,NS
ENSMUSG00000021583.8,Erap1,1529,2664,1882,3102,2853,2571,2047.0556284777765,-0.157093225804069,0.1406143804695375,0.09733138560388911,0.3705057670398537,NS
ENSMUSG00000025962.16,Fastkd2,570,775,662,1037,766.001,854.001,753.7085571004599,-0.1508858123919528,0.11546952140463633,0.09732870198320732,0.3705057670398537,NS
ENSMUSG00000051855.16,Mest,1081.001,1870,1035,3189,2828,1200,1786.591302269246,-0.12365656955298918,0.1835639060766427,0.09730042256517302,0.3705057670398537,NS
ENSMUSG00000078440.11,Dohh,710.776,741.317,681.574,683.36,635.991,466.509,586.0593222661986,0.15142399197761106,0.15658433735902094,0.09732105670896671,0.3705057670398537,NS
ENSMUSG00000032727.15,Mier3,820,875,923,1131,1042.999,1292,955.322987884128,-0.15137776158776037,0.11645916249427206,0.09743451533113257,0.37079398420190435,NS
ENSMUSG00000018166.9,Erbb3,139,277,149,462,323,159,194.048152824423,-0.13624958888261512,0.17351362470994297,0.09762946764446426,0.3712225330029179,NS
ENSMUSG00000026657.18,Frmd4a,1363,1947.999,1370,2127.002,1954.002,2125.001,1573.8100096119344,-0.15324578885602774,0.12040614031153563,0.09757999392465098,0.3712225330029179,NS
ENSMUSG00000030660.10,Pik3c2a,1074,1696,1525,2210,1707.999,2261,1469.5103891236513,-0.15577629607329588,0.14668265564499872,0.09760966130613612,0.3712225330029179,NS
ENSMUSG00000029404.16,Arl6ip4,1419,1314,1184,1195,1326,1103,1266.0541214367502,0.15544753456156196,0.1264858471768225,0.0977026390797014,0.37132112239891557,NS
ENSMUSG00000068794.8,Col28a1,17,37,21,41,66,38,26.41866734623863,-0.11168518582424719,0.19137635645635714,0.09771030496249468,0.37132112239891557,NS
ENSMUSG00000031959.16,Wdr59,333,436.999,392,601,465.999,450,415.28956561178364,-0.14589328573309654,0.10791747597195307,0.09776668611141819,0.3714310195665536,NS
ENSMUSG00000090877.4,Hspa1b,134.794,321.1,608.391,196.916,190.44,329.274,352.2749512967313,0.120234554031701,0.18575712882777592,0.09785895981367246,0.37167717817464757,NS
ENSMUSG00000022095.10,Fhip2b,657,712,665,642,687,645,652.2081880305839,0.14261535502096365,0.10367637138709494,0.09797974393232449,0.37203145330844717,NS
ENSMUSG00000039735.17,Fnbp1l,1719,1769,1528,2344,2122,3340,1663.1630423872382,-0.14551712930579178,0.1640768803926483,0.09805321138560365,0.3722059174825398,NS
ENSMUSG00000042426.7,Dhx29,367,636,606,966,656,662,568.5929625590735,-0.15674192414641588,0.14042248072841487,0.0981019519802673,0.3722864479610312,NS
ENSMUSG00000005338.15,Cadm3,808,714.001,971.672,966,410,477.461,807.3434938686524,0.12874056936143413,0.17938327335973797,0.09834393144871731,0.3731000484835629,NS
ENSMUSG00000003809.15,Gcdh,483,462,584,489,449,480,550.0264498238124,0.15534755318361015,0.12731844592999528,0.09842387156386882,0.3732986155079433,NS
ENSMUSG00000031671.12,Setd6,326,262,274,198,284,255,296.6288694905588,0.15429576642160667,0.14981358645474344,0.09845874023653076,0.37332617373116866,NS
ENSMUSG00000049225.16,Pdp1,3445,2594,2702,4710,3743,3914,3464.247840930997,-0.1566830319696321,0.136732176394494,0.09853065188631942,0.3733894835423004,NS
ENSMUSG00000097320.9,Tmem147os,29,22,20,36,58,32.906,30.767989234531584,-0.12462102078297649,0.1824089793615684,0.09851514740670886,0.3733894835423004,NS
ENSMUSG00000000794.10,Kcnn3,126,224,233,390,299,253,244.16395091748197,-0.14105220736827798,0.16852325208525518,0.09871850003152073,0.3734734861332358,NS
ENSMUSG00000010095.14,Slc3a2,2677,3723.999,3109.999,3333,2960,2817,2530.305526428005,0.14698326489131971,0.11005905548476716,0.09864941893536071,0.3734734861332358,NS
ENSMUSG00000026674.10,Ddr2,3595,3737,3588.998,5513,3799,6251,4250.793332337746,-0.15623009303999477,0.1424718331704366,0.0986311225691039,0.3734734861332358,NS
ENSMUSG00000030592.20,Ryr1,7690,8954,11789,21037.999,12983,12750,13798.049183386673,-0.14041745352010665,0.1691542511653025,0.09871540606162821,0.3734734861332358,NS
ENSMUSG00000039105.7,Atp6v1g1,18832.884,13482.856,12788.954,11595.076,12845.114,14505.973,15388.519020940174,0.1547210097517773,0.14832723518495128,0.09871618720302662,0.3734734861332358,NS
ENSMUSG00000069917.8,Hba-a2,20.99,52.377,26.099,21.274,245.578,497.029,630.5614761259014,-0.03895181927555474,0.2085284436053015,0.09867014499054381,0.3734734861332358,NS
ENSMUSG00000002428.13,Hltf,1012,1555,1176,1822.999,1531,1780,1290.0640537565532,-0.15625694303704166,0.13319485040476936,0.09893934186018696,0.3742043061127038,NS
ENSMUSG00000021643.16,Serf1,605,440,282,341,383,334,494.48983402416775,0.1440735482721843,0.16520557640461814,0.0989792282939887,0.3742505067587915,NS
ENSMUSG00000056144.15,Trim34a,42.705,110.433,61.387,153.561,145.998,86.592,74.46613775047531,-0.12109430446498272,0.18474249311092775,0.09901019362977191,0.3742629594305939,NS
ENSMUSG00000079165.11,Sap25,338.664,284.699,225.742,119.434,213.435,277.823,224.16438332927314,0.13036577106229752,0.1778041383780517,0.09911094833794944,0.37453913838244374,NS
ENSMUSG00000026761.13,Orc4,1044.001,1451.999,1311,1687,1558.001,1634,1403.8354377022417,-0.14113533398439482,0.10244882749322314,0.09915897118676742,0.3745667062983464,NS
ENSMUSG00000080316.12,Spaca6,173,142,167,273,194,296,179.21692449633065,-0.14447298810527048,0.1646506911197952,0.09917363218146975,0.3745667062983464,NS
ENSMUSG00000021947.12,Cryl1,796,635.001,460,570.999,587,509,492.4706961855466,0.1557829135620384,0.1434760163981229,0.09920321726167265,0.3745738451881973,NS
ENSMUSG00000036095.12,Dgkb,30,15,20,57.001,39,34,47.60343323360775,-0.11218516314912039,0.1905441394924167,0.0992524410994717,0.37465511188120426,NS
ENSMUSG00000036879.17,Phkb,4790,4946.001,6109.998,9620.001,6904.999,7869.999,6953.354775330336,-0.14904002284983922,0.15877534092806103,0.09928741770919332,0.37468256822456464,NS
ENSMUSG00000002847.8,Pla1a,264,251,375,296,203,195,347.91172561384656,0.1375248413201731,0.17145823737009924,0.09967476238541802,0.37519391963236604,NS
ENSMUSG00000005881.14,Ergic3,2681,2678,2460.001,2976.001,2337.999,2367.999,2289.5233938763995,0.14067522439722616,0.10216028094144207,0.09970032881025682,0.37519391963236604,NS
ENSMUSG00000015668.14,Pdzd11,757.999,1042,683,907,802,612,703.2152121174953,0.15285484747946246,0.12167997232303367,0.09962578677150741,0.37519391963236604,NS
ENSMUSG00000021240.7,Abcd4,442.001,564,442,455,505,333.001,413.57890785054474,0.15617270868169256,0.13795258783682116,0.0996013647853806,0.37519391963236604,NS
ENSMUSG00000023805.18,Synj2,984,1217.001,1071,1633,1321,1316,1112.643469857858,-0.14560036626180478,0.10859494871933975,0.0995389085847922,0.37519391963236604,NS
ENSMUSG00000024140.11,Epas1,2195,2565,2668,3694,2965,2986,2919.6095135759765,-0.1425077310149377,0.10444044208719203,0.09964346849912936,0.37519391963236604,NS
ENSMUSG00000024191.16,Bnip1,669,626.999,638.001,736,582.999,561,588.4568871790118,0.14564217447166772,0.1087411282534085,0.09967661576411646,0.37519391963236604,NS
ENSMUSG00000039063.6,Echdc3,148,131,147,116,126,106,155.53518910054822,0.14694073973424207,0.1613732692195301,0.09969052365209541,0.37519391963236604,NS
ENSMUSG00000069678.11,Pcgf1,335,308.001,257,295,303,241,277.1768898426659,0.1540398573027706,0.12467029204000686,0.09949233398837637,0.37519391963236604,NS
